,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
134,uorj1244,1980-07-31,Maine,POSITIVE,50.0,72.33,purchased this dress for my daughter who is a size 8 its very pretty and flattering for the figur,POSITIVE,99.3,ME,45.253783,-69.445469
135,rqdq2122,1966-08-04,Texas,POSITIVE,0.0,85.53,i purchased this dress for my bridal shower and it is perfect  i love the color and cut  very flattering ,POSITIVE,99.98,TX,31.968599,-99.901813
136,eanc1432,1966-08-04,Colorado,POSITIVE,16.67,94.87,i love this dress  at first  i wasnt sure about the nude lining  which you can see  through the lace  but its perfect  fits well and flows great  ill be wearing it to a wedding at the shore in august  couldnt have asked for a better dress ,POSITIVE,99.81,CO,39.550051,-105.782067
137,mnvj2132,1963-08-05,Alabama,POSITIVE,16.67,92.74,the dress fits perfectly and looks as it was pictured  i love the color of the lace with the beige underlay  i plan to wear it to my granddaughters wedding with beige lace flats and carry a beige half sweater in case i need something on my arms  love it   ,POSITIVE,99.35,AL,32.318231,-86.902298
138,wpfi3131,1977-08-01,Minor Outlying Islands,POSITIVE,16.67,63.69,i purchased this for my daughter to wear under her graduation robe  she love it the moment she tried it on ,POSITIVE,99.97,MO,28.2075,-177.35
139,jxjc2344,1984-07-30,Wisconsin,POSITIVE,0.0,95.45,love the color  love the design  love the feel of the dress  a simply lovely dress ,POSITIVE,99.99,WI,43.78444,-88.787868
140,ftib1141,1964-08-04,District of Columbia,POSITIVE,33.33,92.01,in love with that dress  this dress is elegant and chic  perfect for work or a cocktail ,POSITIVE,99.98,DC,38.905985,-77.033418
141,arsr3124,1995-07-28,American Samoa,POSITIVE,0.0,71.72,cant wait to wear it for our sons wedding  it fits really well and will be a very comfortable for the days events ,POSITIVE,99.97,AS,-14.275632,-170.702042
142,yqvw3344,1958-08-06,Northern Mariana Islands,POSITIVE,16.67,84.64,very cute dress  nice feel and comfort i like the maxi style dress  this dress can be worn in corporate america and to outdoor social events ,POSITIVE,99.98,MP,15.19,145.75
143,cnca2414,1968-08-03,North Carolina,POSITIVE,0.0,96.97,i bought this for my daughter  it is a very pretty  feminine dress  the styling of is so nice  love the chiffon overlay  the pleating on top will help as she is bigger on top  just love it ,POSITIVE,99.99,NC,35.759573,-79.0193
144,jxgf4134,1976-08-01,Kentucky,POSITIVE,0.0,20.23,would look good on a younger woman who still has a waist  alas  i have lost mine  if you happen to find it  please return it ,NEGATIVE,-97.0,KY,37.839333,-84.270018
145,ppth3124,1954-08-07,Arizona,POSITIVE,0.0,70.5,the fabric of this dress is very stiff and scratchy  synthetic  luckily it is lined   the gathers at the waist tend to pouf out because of the stiffness of the fabric  i bought a petite size  but the torso length was too long  since i liked the dress otherwise  i took the shoulders apart and deepened the seams ,NEGATIVE,-99.0,AZ,34.048928,-111.093731
146,fxry3123,1983-07-31,Vermont,POSITIVE,66.67,82.01,got this dress for summer wear  i am 5 4 and this dress fits me perfect  i usually wear a size 2 but i got the 4p size and this hits right at the knee and has a flattering fit ,POSITIVE,99.95,VT,44.558803,-72.577841
147,oyxq3313,1995-07-28,Colorado,POSITIVE,16.67,50.95,the dress is very cute  it runs a little small  i would order the next size up ,POSITIVE,99.92,CO,39.550051,-105.782067
148,rffu4331,1963-08-05,Idaho,POSITIVE,16.67,87.48,i really like this dress  it fits perfectly  and the fab is high quality ,POSITIVE,99.99,ID,44.068202,-114.742041
149,gqtc2131,1975-08-02,Oklahoma,POSITIVE,33.33,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,OK,35.007752,-97.092877
150,nrhk4421,1960-08-05,Pennsylvania,POSITIVE,50.0,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,PA,41.203322,-77.194525
151,bcba3423,1975-08-02,Maine,POSITIVE,50.0,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,ME,45.253783,-69.445469
152,aomy1241,1957-08-06,Colorado,POSITIVE,16.67,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,CO,39.550051,-105.782067
153,rbpj1143,1991-07-29,Washington,POSITIVE,50.0,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,WA,47.751074,-120.740139
154,xtxl1423,1979-08-01,American Samoa,POSITIVE,16.67,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,AS,-14.275632,-170.702042
155,tkap4233,1957-08-06,Nevada,POSITIVE,50.0,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,NV,38.80261,-116.419389
156,blci3411,1992-07-28,West Virginia,POSITIVE,33.33,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,WV,38.597626,-80.454903
157,zhxr2223,1961-08-05,Iowa,POSITIVE,50.0,79.06,easy summer dress for work or vacation  wash  wear and look great,POSITIVE,99.98,IA,41.878003,-93.097702
158,rnih1231,1972-08-02,Georgia,POSITIVE,0.0,94.32,the fit is great  i love the color and the best part is that it was on clearance ,POSITIVE,99.98,GA,32.157435,-82.907123
159,sbna2121,1987-07-30,North Carolina,POSITIVE,16.67,93.37,i had several compliments on this dress  love it  good fit and nice colors ,POSITIVE,99.99,NC,35.759573,-79.0193
160,cnte1142,1979-08-01,Vermont,NEGATIVE,50.0,-26.83,the fabric feels like a polyester tablecloth  the color combination is unfortunately  not very flattering  so i returned this dress ,NEGATIVE,-100.0,VT,44.558803,-72.577841
161,qefp4333,1988-07-29,Utah,POSITIVE,0.0,56.47,i loved the style of this dress but the fit was too small  other dresses in the same size and style fit more tts  this ran small  also isnt lined on the bottom half of the dress which was disappointing ,NEGATIVE,-100.0,UT,39.32098,-111.093731
162,cmdv2141,1974-08-02,Arkansas,POSITIVE,33.33,85.55,this dress was a breath of fresh air and a welcoming to spring  this is the best fitting dress i have purchased in a long time ,POSITIVE,99.99,AR,35.20105,-91.831833
163,feoj3442,1963-08-05,Connecticut,POSITIVE,16.67,63.69,this is my church dress or out with my husband  love the versatility ,POSITIVE,99.86,CT,41.603221,-73.087749
164,rsxc4131,1995-07-28,American Samoa,POSITIVE,33.33,90.62,i love this dress  it is comfortable  lovely  and appropriate for the office or going out on the town ,POSITIVE,99.99,AS,-14.275632,-170.702042
165,igqu1322,1980-07-31,New York,POSITIVE,33.33,94.32,the fit is great  i love the color and the best part is that it was on clearance ,POSITIVE,99.98,NY,43.299428,-74.217933
166,hhfg4114,1999-07-27,Kansas,POSITIVE,66.67,93.37,i had several compliments on this dress  love it  good fit and nice colors ,POSITIVE,99.99,KS,39.011902,-98.484246
167,gkns2333,1980-07-31,Tennessee,NEGATIVE,16.67,-26.83,the fabric feels like a polyester tablecloth  the color combination is unfortunately  not very flattering  so i returned this dress ,NEGATIVE,-100.0,TN,35.517491,-86.580447
168,ctkf3113,1990-07-29,Delaware,POSITIVE,16.67,56.47,i loved the style of this dress but the fit was too small  other dresses in the same size and style fit more tts  this ran small  also isnt lined on the bottom half of the dress which was disappointing ,NEGATIVE,-100.0,DE,38.910832,-75.52767
169,xsct4441,1970-08-03,U.S. Virgin Islands,POSITIVE,66.67,85.55,this dress was a breath of fresh air and a welcoming to spring  this is the best fitting dress i have purchased in a long time ,POSITIVE,99.99,VI,18.036736,-64.801704
170,ivfy2111,1996-07-27,Georgia,POSITIVE,16.67,63.69,this is my church dress or out with my husband  love the versatility ,POSITIVE,99.86,GA,32.157435,-82.907123
171,tkda4224,1983-07-31,Vermont,POSITIVE,0.0,90.62,i love this dress  it is comfortable  lovely  and appropriate for the office or going out on the town ,POSITIVE,99.99,VT,44.558803,-72.577841
172,dbwf4144,1987-07-30,New Hampshire,POSITIVE,33.33,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,NH,43.193852,-71.572395
173,edds3444,1957-08-06,Georgia,POSITIVE,0.0,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,GA,32.157435,-82.907123
174,mube2131,2001-07-26,Montana,POSITIVE,33.33,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,MT,46.879682,-110.362566
175,gyoa1443,1971-08-03,Arkansas,POSITIVE,16.67,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,AR,35.20105,-91.831833
176,xbni3212,1950-08-08,Oregon,POSITIVE,16.67,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,OR,43.804133,-120.554201
177,xllf2432,1965-08-04,Michigan,POSITIVE,33.33,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,MI,44.314844,-85.602364
178,wnyh1112,1962-08-05,Pennsylvania,POSITIVE,50.0,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,PA,41.203322,-77.194525
179,hyhy1222,1987-07-30,Wisconsin,POSITIVE,50.0,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,WI,43.78444,-88.787868
180,rlvt1312,1963-08-05,Maryland,POSITIVE,33.33,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,MD,39.045755,-76.641271
181,hogy4313,1960-08-05,Maryland,POSITIVE,16.67,79.64,love the colors and how it fits  the fabric was better than i thought ,POSITIVE,99.98,MD,39.045755,-76.641271
182,aujx2111,1997-07-27,Washington,POSITIVE,16.67,95.71,the style and fit are perfect  the colors are much more vibrant than shown  i love the light weight fabric which will be perfect for summer weather ,POSITIVE,99.99,WA,47.751074,-120.740139
183,nopb1113,1993-07-28,Rhode Island,NEGATIVE,16.67,-46.15,this dress looks really cute  the fabric is not comfortable at all  it has bumps in it with the design  plus the dress doesnt look good on an older woman  it must be worn by someone in their 20s or younger ,NEGATIVE,-99.0,RI,41.580095,-71.477429
184,amzf3121,1967-08-04,Hawaii,POSITIVE,16.67,95.71,the style and fit are perfect  the colors are much more vibrant than shown  i love the light weight fabric which will be perfect for summer weather ,POSITIVE,99.99,HI,19.898682,-155.665857
185,jqia2244,1979-08-01,Connecticut,NEGATIVE,16.67,-46.15,this dress looks really cute  the fabric is not comfortable at all  it has bumps in it with the design  plus the dress doesnt look good on an older woman  it must be worn by someone in their 20s or younger ,NEGATIVE,-99.0,CT,41.603221,-73.087749
186,lbid3111,1967-08-04,Colorado,POSITIVE,33.33,93.26,i was so happy to see the beautiful colors and fabric of this dress when i opened the box from my online purchase  but alas  it wouldnt even come close to zipping up  very strange  as every other dress ive ordered by danny  nicole has been true to size  word to the wise  order one size up  but do order  because its a gorgeous dress ,POSITIVE,99.57,CO,39.550051,-105.782067
187,gnpy3324,1976-08-01,Puerto Rico,POSITIVE,66.67,83.6,perfect for everyday wear to work  love it  able to dress down and dress up ,POSITIVE,99.99,PR,18.220833,-66.590149
188,jpvv4442,1988-07-29,Pennsylvania,POSITIVE,16.67,84.39,i received many compliments wearing this dress  it fit well and was very flattering  washes well in cold water  low fluff in dryer and back on the hanger  no muss  no fuss  im downsizing and  4 sizes  so far  i can always count on danny and nicole fashions to fit me well even as i transition out of plus sizes forever    ,POSITIVE,99.53,PA,41.203322,-77.194525
189,nhbj4444,1952-08-07,North Dakota,POSITIVE,66.67,91.66,i got this dress to wear to a wedding  it is very comfortable and very flattering  im short 52 and the length of the dress hit me just right  the stripes do not make you look fat  somehow they are flattering  i will wear a lace shrug with it  and it looks great ,POSITIVE,99.93,ND,47.551493,-101.002012
190,kffj1323,1979-08-01,Texas,NEGATIVE,83.33,-48.41,this dress was good quality  but the pattern and cut was not flattering at all ,POSITIVE,64.61,TX,31.968599,-99.901813
191,eswr1314,1967-08-04,Indiana,POSITIVE,33.33,83.6,perfect for everyday wear to work  love it  able to dress down and dress up ,POSITIVE,99.99,IN,40.551217,-85.602364
192,viru3142,1984-07-30,Mississippi,POSITIVE,16.67,84.39,i received many compliments wearing this dress  it fit well and was very flattering  washes well in cold water  low fluff in dryer and back on the hanger  no muss  no fuss  im downsizing and  4 sizes  so far  i can always count on danny and nicole fashions to fit me well even as i transition out of plus sizes forever    ,POSITIVE,99.53,MS,32.354668,-89.398528
193,yxbn1424,1953-08-07,Northern Mariana Islands,POSITIVE,33.33,91.66,i got this dress to wear to a wedding  it is very comfortable and very flattering  im short 52 and the length of the dress hit me just right  the stripes do not make you look fat  somehow they are flattering  i will wear a lace shrug with it  and it looks great ,POSITIVE,99.93,MP,15.19,145.75
194,aage1132,1958-08-06,Missouri,NEGATIVE,0.0,-48.41,this dress was good quality  but the pattern and cut was not flattering at all ,POSITIVE,64.61,MO,37.964253,-91.831833
195,ateg4341,1953-08-07,Hawaii,POSITIVE,66.67,83.6,perfect for everyday wear to work  love it  able to dress down and dress up ,POSITIVE,99.99,HI,19.898682,-155.665857
196,xbbu2443,1972-08-02,Texas,POSITIVE,16.67,84.39,i received many compliments wearing this dress  it fit well and was very flattering  washes well in cold water  low fluff in dryer and back on the hanger  no muss  no fuss  im downsizing and  4 sizes  so far  i can always count on danny and nicole fashions to fit me well even as i transition out of plus sizes forever    ,POSITIVE,99.53,TX,31.968599,-99.901813
197,pxzg3323,1955-08-07,Delaware,POSITIVE,16.67,91.66,i got this dress to wear to a wedding  it is very comfortable and very flattering  im short 52 and the length of the dress hit me just right  the stripes do not make you look fat  somehow they are flattering  i will wear a lace shrug with it  and it looks great ,POSITIVE,99.93,DE,38.910832,-75.52767
198,mkcc2321,1984-07-30,Idaho,NEGATIVE,0.0,-48.41,this dress was good quality  but the pattern and cut was not flattering at all ,POSITIVE,64.61,ID,44.068202,-114.742041
199,mgwx2412,1959-08-06,Wisconsin,POSITIVE,0.0,93.61,i looked everywhere for a swim top  i could not find anything at the regular stores  you know the usual  my mom said that i should look at jc penney because there was a better selection  she wasnt kidding  i tried on a couple of swim tops and found exactly what i was looking for  the fit is perfect and it matches the bottoms that i currently have  i am going on vacation soon and i am excited about wearing my new swim outfit  ,POSITIVE,99.85,WI,43.78444,-88.787868
